Customer ID,Cluster,Order Value (1–3),Churn Probability (%),Expected Loss Score (%),Expected Loss (Value 1–3)
CUS000150,0,-1.1741003609006415,68.0,0.0,-0.8
CUS000151,0,-1.1741003609006415,92.3,0.0,-1.08
CUS000152,1,-1.1741003609006415,33.2,0.0,-0.39
CUS000153,0,-1.1741003609006415,93.9,0.0,-1.1
CUS000154,1,-1.1741003609006415,22.7,0.0,-0.27
CUS000155,1,-1.1741003609006415,4.3,0.0,-0.05
CUS000156,1,-1.1741003609006415,1.1,0.0,-0.01
CUS000157,1,1.2468751766589456,0.3,0.3,0.0
CUS000158,1,0.036387407879152,5.0,2.5,0.0
CUS000159,1,0.036387407879152,10.5,5.3,0.0
CUS000160,0,-1.1741003609006415,97.9,0.0,-1.15
CUS000161,0,-1.1741003609006415,99.9,0.0,-1.17
CUS000162,1,1.2468751766589456,0.3,0.3,0.0
CUS000163,0,0.036387407879152,0.9,0.4,0.0
CUS000164,0,-1.1741003609006415,97.6,0.0,-1.15
CUS000165,0,-1.1741003609006415,99.9,0.0,-1.17
CUS000166,0,0.036387407879152,92.2,46.1,0.03
CUS000167,0,0.036387407879152,97.3,48.6,0.04
CUS000168,2,0.036387407879152,100.0,50.0,0.04
CUS000169,1,-1.1741003609006415,14.2,0.0,-0.17
CUS000170,0,0.036387407879152,70.8,35.4,0.03
CUS000171,0,1.2468751766589456,99.9,99.9,1.25
CUS000172,0,-1.1741003609006415,99.4,0.0,-1.17
CUS000173,0,-1.1741003609006415,100.0,0.0,-1.17
CUS000174,1,-1.1741003609006415,8.2,0.0,-0.1
CUS000175,1,1.2468751766589456,12.4,12.4,0.15
CUS000176,1,0.036387407879152,95.5,47.7,0.03
CUS000177,0,-1.1741003609006415,97.4,0.0,-1.14
CUS000178,1,-1.1741003609006415,22.7,0.0,-0.27
CUS000179,1,1.2468751766589456,0.0,0.0,0.0
CUS000180,1,-1.1741003609006415,91.6,0.0,-1.07
CUS000181,2,0.036387407879152,12.5,6.2,0.0
CUS000182,2,1.2468751766589456,97.8,97.8,1.22
CUS000183,0,-1.1741003609006415,99.5,0.0,-1.17
CUS000184,1,-1.1741003609006415,26.4,0.0,-0.31
CUS000185,1,1.2468751766589456,4.7,4.7,0.06
CUS000186,0,1.2468751766589456,99.8,99.8,1.24
CUS000187,1,-1.1741003609006415,15.2,0.0,-0.18
CUS000188,1,1.2468751766589456,2.5,2.5,0.03
CUS000189,1,0.036387407879152,32.5,16.2,0.01
CUS000190,2,0.036387407879152,55.8,27.9,0.02
CUS000191,1,-1.1741003609006415,0.0,0.0,-0.0
CUS000192,0,-1.1741003609006415,91.2,0.0,-1.07
CUS000193,2,-1.1741003609006415,29.1,0.0,-0.34
CUS000194,0,0.036387407879152,100.0,50.0,0.04
CUS000195,1,1.2468751766589456,5.3,5.3,0.07
CUS000196,0,0.036387407879152,99.6,49.8,0.04
CUS000197,1,0.036387407879152,75.1,37.6,0.03
CUS000198,2,1.2468751766589456,29.2,29.2,0.36
CUS000199,1,0.036387407879152,35.7,17.8,0.01
CUS000200,1,0.036387407879152,15.7,7.9,0.01
CUS000201,1,0.036387407879152,2.4,1.2,0.0
CUS000202,2,-1.1741003609006415,97.7,0.0,-1.15
CUS000203,1,1.2468751766589456,16.3,16.3,0.2
CUS000204,1,-1.1741003609006415,7.6,0.0,-0.09
CUS000205,0,-1.1741003609006415,1.7,0.0,-0.02
CUS000206,1,-1.1741003609006415,31.3,0.0,-0.37
CUS000207,2,0.036387407879152,12.1,6.0,0.0
CUS000208,1,0.036387407879152,1.5,0.8,0.0
CUS000209,1,1.2468751766589456,52.3,52.3,0.65
CUS000210,2,1.2468751766589456,34.9,34.9,0.43
CUS000211,1,0.036387407879152,0.1,0.1,0.0
CUS000212,0,-1.1741003609006415,77.1,0.0,-0.91
CUS000213,2,1.2468751766589456,7.6,7.6,0.09
CUS000214,1,1.2468751766589456,84.0,84.0,1.05
CUS000215,0,1.2468751766589456,98.2,98.2,1.22
CUS000216,1,1.2468751766589456,28.1,28.1,0.35
CUS000217,1,-1.1741003609006415,14.3,0.0,-0.17
CUS000218,1,-1.1741003609006415,27.6,0.0,-0.32
CUS000219,2,1.2468751766589456,58.9,58.9,0.74
CUS000220,0,0.036387407879152,99.8,49.9,0.04
CUS000221,1,0.036387407879152,0.0,0.0,0.0
CUS000222,1,0.036387407879152,10.4,5.2,0.0
CUS000223,0,0.036387407879152,54.4,27.2,0.02
CUS000224,2,0.036387407879152,64.2,32.1,0.02
CUS000225,1,1.2468751766589456,5.4,5.4,0.07
CUS000226,1,-1.1741003609006415,57.1,0.0,-0.67
CUS000227,1,0.036387407879152,4.6,2.3,0.0
CUS000228,0,-1.1741003609006415,17.2,0.0,-0.2
CUS000229,1,0.036387407879152,0.5,0.2,0.0
CUS000230,0,0.036387407879152,38.9,19.4,0.01
CUS000231,1,0.036387407879152,97.4,48.7,0.04
CUS000232,2,0.036387407879152,26.2,13.1,0.01
CUS000233,1,-1.1741003609006415,2.3,0.0,-0.03
CUS000234,1,-1.1741003609006415,42.6,0.0,-0.5
CUS000235,0,-1.1741003609006415,57.9,0.0,-0.68
CUS000236,1,1.2468751766589456,4.9,4.9,0.06
CUS000237,1,0.036387407879152,39.6,19.8,0.01
CUS000238,2,1.2468751766589456,94.7,94.7,1.18
CUS000239,2,1.2468751766589456,90.2,90.2,1.12
CUS000240,1,-1.1741003609006415,3.3,0.0,-0.04
CUS000241,2,-1.1741003609006415,98.8,0.0,-1.16
CUS000242,1,0.036387407879152,80.6,40.3,0.03
CUS000243,2,1.2468751766589456,17.8,17.8,0.22
CUS000244,2,1.2468751766589456,4.1,4.1,0.05
CUS000245,1,-1.1741003609006415,0.7,0.0,-0.01
CUS000246,1,0.036387407879152,0.0,0.0,0.0
CUS000247,1,-1.1741003609006415,97.3,0.0,-1.14
CUS000248,1,1.2468751766589456,5.8,5.8,0.07
CUS000249,1,0.036387407879152,64.1,32.0,0.02
CUS000250,0,0.036387407879152,58.6,29.3,0.02
CUS000251,1,0.036387407879152,16.2,8.1,0.01
CUS000252,1,-1.1741003609006415,92.7,0.0,-1.09
CUS000253,1,-1.1741003609006415,97.4,0.0,-1.14
CUS000254,0,0.036387407879152,84.7,42.3,0.03
CUS000255,0,-1.1741003609006415,2.3,0.0,-0.03
CUS000256,1,-1.1741003609006415,52.4,0.0,-0.61
CUS000257,1,0.036387407879152,8.2,4.1,0.0
CUS000258,0,-1.1741003609006415,99.1,0.0,-1.16
CUS000259,2,1.2468751766589456,27.8,27.8,0.35
CUS000260,0,1.2468751766589456,46.8,46.8,0.58
CUS000261,2,1.2468751766589456,22.3,22.3,0.28
CUS000262,0,-1.1741003609006415,24.3,0.0,-0.28
CUS000263,0,-1.1741003609006415,71.4,0.0,-0.84
CUS000264,1,1.2468751766589456,44.7,44.7,0.56
CUS000265,0,-1.1741003609006415,95.5,0.0,-1.12
CUS000266,1,1.2468751766589456,16.2,16.2,0.2
CUS000267,2,1.2468751766589456,0.9,0.9,0.01
CUS000268,1,0.036387407879152,54.2,27.1,0.02
CUS000269,1,-1.1741003609006415,28.7,0.0,-0.34
CUS000270,2,1.2468751766589456,12.9,12.9,0.16
CUS000271,1,-1.1741003609006415,99.7,0.0,-1.17
CUS000272,0,1.2468751766589456,39.7,39.7,0.49
CUS000273,2,0.036387407879152,51.1,25.6,0.02
CUS000274,0,-1.1741003609006415,47.9,0.0,-0.56
CUS000275,0,0.036387407879152,99.2,49.6,0.04
CUS000276,2,1.2468751766589456,85.3,85.3,1.06
CUS000277,0,0.036387407879152,0.9,0.5,0.0
CUS000278,1,0.036387407879152,6.9,3.4,0.0
CUS000279,1,0.036387407879152,0.7,0.4,0.0
CUS000280,1,-1.1741003609006415,54.3,0.0,-0.64
CUS000281,0,-1.1741003609006415,99.3,0.0,-1.17
CUS000282,2,0.036387407879152,58.8,29.4,0.02
CUS000283,1,0.036387407879152,8.8,4.4,0.0
CUS000284,1,0.036387407879152,6.5,3.3,0.0
CUS000285,1,0.036387407879152,25.2,12.6,0.01
CUS000286,2,1.2468751766589456,66.9,66.9,0.83
CUS000287,0,0.036387407879152,90.5,45.3,0.03
CUS000288,0,-1.1741003609006415,98.9,0.0,-1.16
CUS000289,2,0.036387407879152,45.7,22.8,0.02
CUS000290,1,0.036387407879152,0.5,0.2,0.0
CUS000291,1,-1.1741003609006415,67.3,0.0,-0.79
CUS000292,2,1.2468751766589456,95.4,95.4,1.19
CUS000293,1,0.036387407879152,61.1,30.5,0.02
CUS000294,1,1.2468751766589456,2.0,2.0,0.03
CUS000295,2,1.2468751766589456,0.4,0.4,0.01
CUS000296,0,-1.1741003609006415,0.4,0.0,-0.0
CUS000297,0,1.2468751766589456,77.0,77.0,0.96
CUS000298,2,0.036387407879152,50.6,25.3,0.02
CUS000299,2,-1.1741003609006415,49.2,0.0,-0.58
CUS000300,1,-1.1741003609006415,22.5,0.0,-0.26
CUS000301,0,0.036387407879152,98.0,49.0,0.04
CUS000302,2,1.2468751766589456,93.0,93.0,1.16
CUS000303,0,0.036387407879152,95.7,47.8,0.03
CUS000304,0,-1.1741003609006415,71.8,0.0,-0.84
CUS000305,2,1.2468751766589456,96.3,96.3,1.2
CUS000306,2,0.036387407879152,98.7,49.4,0.04
CUS000307,0,-1.1741003609006415,98.5,0.0,-1.16
CUS000308,2,0.036387407879152,33.3,16.6,0.01
CUS000309,2,1.2468751766589456,0.1,0.1,0.0
CUS000310,0,0.036387407879152,99.5,49.7,0.04
CUS000311,0,-1.1741003609006415,91.7,0.0,-1.08
CUS000312,0,-1.1741003609006415,100.0,0.0,-1.17
CUS000313,1,-1.1741003609006415,8.8,0.0,-0.1
CUS000314,1,-1.1741003609006415,1.1,0.0,-0.01
CUS000315,1,1.2468751766589456,96.7,96.7,1.21
CUS000316,0,1.2468751766589456,86.1,86.1,1.07
CUS000317,2,0.036387407879152,20.7,10.3,0.01
CUS000318,2,1.2468751766589456,98.1,98.1,1.22
CUS000319,1,-1.1741003609006415,99.8,0.0,-1.17
CUS000320,0,0.036387407879152,99.6,49.8,0.04
CUS000321,2,0.036387407879152,99.3,49.7,0.04
CUS000322,0,-1.1741003609006415,91.2,0.0,-1.07
CUS000323,1,0.036387407879152,95.7,47.9,0.03
CUS000324,2,0.036387407879152,34.8,17.4,0.01
CUS000325,0,0.036387407879152,83.3,41.6,0.03
CUS000326,1,-1.1741003609006415,77.1,0.0,-0.91
CUS000327,2,1.2468751766589456,54.5,54.5,0.68
CUS000328,2,1.2468751766589456,0.5,0.5,0.01
CUS000329,1,-1.1741003609006415,98.8,0.0,-1.16
CUS000330,0,0.036387407879152,96.3,48.2,0.04
CUS000331,0,0.036387407879152,99.9,49.9,0.04
CUS000332,1,-1.1741003609006415,78.1,0.0,-0.92
CUS000333,1,0.036387407879152,9.0,4.5,0.0
CUS000334,0,0.036387407879152,13.9,7.0,0.01
CUS000335,2,1.2468751766589456,98.6,98.6,1.23
CUS000336,0,-1.1741003609006415,8.0,0.0,-0.09
CUS000337,2,0.036387407879152,99.7,49.8,0.04
CUS000338,0,-1.1741003609006415,98.6,0.0,-1.16
CUS000339,0,0.036387407879152,82.8,41.4,0.03
CUS000340,1,0.036387407879152,24.4,12.2,0.01
CUS000341,1,0.036387407879152,96.1,48.1,0.03
CUS000342,2,0.036387407879152,25.4,12.7,0.01
CUS000343,0,0.036387407879152,98.6,49.3,0.04
CUS000344,1,1.2468751766589456,1.7,1.7,0.02
CUS000345,2,1.2468751766589456,95.0,95.0,1.18
CUS000346,0,0.036387407879152,99.5,49.7,0.04
CUS000347,1,0.036387407879152,0.0,0.0,0.0
CUS000348,0,-1.1741003609006415,27.7,0.0,-0.32
CUS000349,2,1.2468751766589456,56.8,56.8,0.71
CUS000350,0,0.036387407879152,7.7,3.8,0.0
CUS000351,2,0.036387407879152,1.6,0.8,0.0
CUS000352,2,0.036387407879152,97.6,48.8,0.04
CUS000353,2,1.2468751766589456,2.8,2.8,0.03
CUS000354,0,-1.1741003609006415,100.0,0.0,-1.17
CUS000355,1,1.2468751766589456,71.1,71.1,0.89
CUS000356,2,1.2468751766589456,99.0,99.0,1.23
CUS000357,2,-1.1741003609006415,66.4,0.0,-0.78
CUS000358,1,0.036387407879152,66.4,33.2,0.02
CUS000359,1,-1.1741003609006415,98.8,0.0,-1.16
CUS000360,0,-1.1741003609006415,53.5,0.0,-0.63
CUS000361,2,-1.1741003609006415,98.0,0.0,-1.15
CUS000362,0,0.036387407879152,99.6,49.8,0.04
CUS000363,1,1.2468751766589456,2.0,2.0,0.03
CUS000364,0,0.036387407879152,98.3,49.2,0.04
CUS000365,1,1.2468751766589456,78.6,78.6,0.98
CUS000366,1,-1.1741003609006415,13.0,0.0,-0.15
CUS000367,1,0.036387407879152,95.4,47.7,0.03
CUS000368,2,1.2468751766589456,59.0,59.0,0.74
CUS000369,1,-1.1741003609006415,15.1,0.0,-0.18
CUS000370,2,-1.1741003609006415,47.6,0.0,-0.56
CUS000371,0,-1.1741003609006415,90.1,0.0,-1.06
CUS000372,0,-1.1741003609006415,99.0,0.0,-1.16
CUS000373,0,-1.1741003609006415,98.9,0.0,-1.16
CUS000374,0,0.036387407879152,98.7,49.3,0.04
CUS000375,2,0.036387407879152,40.2,20.1,0.01
CUS000376,1,0.036387407879152,2.9,1.4,0.0
CUS000377,2,0.036387407879152,100.0,50.0,0.04
CUS000378,1,1.2468751766589456,85.4,85.4,1.06
CUS000379,1,1.2468751766589456,90.1,90.1,1.12
CUS000380,0,-1.1741003609006415,100.0,0.0,-1.17
CUS000381,2,0.036387407879152,68.5,34.2,0.02
CUS000382,2,1.2468751766589456,91.8,91.8,1.14
CUS000383,1,1.2468751766589456,0.6,0.6,0.01
CUS000384,2,1.2468751766589456,99.7,99.7,1.24
CUS000385,0,1.2468751766589456,69.7,69.7,0.87
CUS000386,0,-1.1741003609006415,67.0,0.0,-0.79
CUS000387,2,0.036387407879152,99.9,50.0,0.04
CUS000388,2,1.2468751766589456,99.8,99.8,1.24
CUS000389,2,0.036387407879152,6.7,3.3,0.0
CUS000390,1,-1.1741003609006415,83.6,0.0,-0.98
CUS000391,2,1.2468751766589456,99.0,99.0,1.23
CUS000392,2,-1.1741003609006415,100.0,0.0,-1.17
CUS000393,2,1.2468751766589456,81.3,81.3,1.01
CUS000394,2,1.2468751766589456,97.6,97.6,1.22
CUS000395,2,1.2468751766589456,99.9,99.9,1.25
CUS000396,2,1.2468751766589456,98.3,98.3,1.23
CUS000397,1,1.2468751766589456,85.3,85.3,1.06
CUS000398,2,1.2468751766589456,7.6,7.6,0.09
CUS000399,0,0.036387407879152,98.6,49.3,0.04
CUS000400,2,1.2468751766589456,0.1,0.1,0.0
CUS000401,0,0.036387407879152,99.4,49.7,0.04
CUS000402,1,-1.1741003609006415,99.6,0.0,-1.17
CUS000403,0,-1.1741003609006415,89.6,0.0,-1.05
CUS000404,0,1.2468751766589456,15.4,15.4,0.19
CUS000405,0,-1.1741003609006415,3.5,0.0,-0.04
CUS000406,0,1.2468751766589456,99.1,99.1,1.24
CUS000407,1,-1.1741003609006415,20.9,0.0,-0.25
CUS000408,2,1.2468751766589456,0.6,0.6,0.01
CUS000409,0,1.2468751766589456,80.1,80.1,1.0
CUS000410,1,-1.1741003609006415,68.8,0.0,-0.81
CUS000411,1,-1.1741003609006415,96.8,0.0,-1.14
CUS000412,1,-1.1741003609006415,99.9,0.0,-1.17
CUS000413,2,-1.1741003609006415,13.3,0.0,-0.16
CUS000414,1,1.2468751766589456,18.1,18.1,0.23
CUS000415,2,0.036387407879152,50.2,25.1,0.02
CUS000416,2,1.2468751766589456,98.8,98.8,1.23
CUS000417,2,1.2468751766589456,93.5,93.5,1.17
CUS000418,2,1.2468751766589456,76.1,76.1,0.95
CUS000419,2,0.036387407879152,96.6,48.3,0.04
CUS000420,2,1.2468751766589456,7.5,7.5,0.09
CUS000421,2,0.036387407879152,0.7,0.3,0.0
CUS000422,2,-1.1741003609006415,99.7,0.0,-1.17
CUS000423,2,-1.1741003609006415,92.2,0.0,-1.08
CUS000424,0,-1.1741003609006415,40.0,0.0,-0.47
CUS000425,1,-1.1741003609006415,79.6,0.0,-0.93
CUS000426,2,0.036387407879152,34.9,17.4,0.01
CUS000427,2,0.036387407879152,29.4,14.7,0.01
CUS000428,2,1.2468751766589456,91.3,91.3,1.14
CUS000429,0,-1.1741003609006415,97.3,0.0,-1.14
CUS000430,2,1.2468751766589456,96.8,96.8,1.21
CUS000431,1,-1.1741003609006415,79.7,0.0,-0.94
CUS000432,0,-1.1741003609006415,100.0,0.0,-1.17
CUS000433,2,1.2468751766589456,92.9,92.9,1.16
CUS000434,0,0.036387407879152,20.0,10.0,0.01
CUS000435,2,1.2468751766589456,60.4,60.4,0.75
CUS000436,0,1.2468751766589456,99.9,99.9,1.25
CUS000437,2,1.2468751766589456,59.5,59.5,0.74
CUS000438,0,-1.1741003609006415,26.2,0.0,-0.31
CUS000439,2,0.036387407879152,97.9,49.0,0.04
CUS000440,1,0.036387407879152,78.7,39.4,0.03
CUS000441,2,0.036387407879152,99.5,49.7,0.04
CUS000442,0,-1.1741003609006415,99.9,0.0,-1.17
CUS000443,1,0.036387407879152,87.8,43.9,0.03
CUS000444,2,1.2468751766589456,13.6,13.6,0.17
CUS000445,0,-1.1741003609006415,98.2,0.0,-1.15
CUS000446,2,1.2468751766589456,99.5,99.5,1.24
CUS000447,2,-1.1741003609006415,84.9,0.0,-1.0
CUS000448,1,-1.1741003609006415,82.5,0.0,-0.97
CUS000449,1,-1.1741003609006415,63.0,0.0,-0.74
CUS000450,1,-1.1741003609006415,56.0,0.0,-0.66
CUS000451,2,-1.1741003609006415,98.0,0.0,-1.15
CUS000452,2,1.2468751766589456,0.2,0.2,0.0
CUS000453,0,-1.1741003609006415,0.6,0.0,-0.01
CUS000454,0,-1.1741003609006415,94.0,0.0,-1.1
CUS000455,2,0.036387407879152,87.6,43.8,0.03
CUS000456,0,0.036387407879152,88.4,44.2,0.03
CUS000457,0,1.2468751766589456,96.6,96.6,1.2
CUS000458,2,0.036387407879152,84.6,42.3,0.03
CUS000459,0,-1.1741003609006415,10.4,0.0,-0.12
CUS000460,2,1.2468751766589456,13.4,13.4,0.17
CUS000461,0,0.036387407879152,52.5,26.2,0.02
CUS000462,1,1.2468751766589456,2.3,2.3,0.03
CUS000463,2,1.2468751766589456,1.3,1.3,0.02
CUS000464,2,1.2468751766589456,83.7,83.7,1.04
CUS000465,1,1.2468751766589456,4.1,4.1,0.05
CUS000466,2,1.2468751766589456,99.9,99.9,1.25
CUS000467,2,0.036387407879152,89.5,44.7,0.03
CUS000468,2,-1.1741003609006415,99.6,0.0,-1.17
CUS000469,0,0.036387407879152,96.8,48.4,0.04
CUS000470,1,1.2468751766589456,95.5,95.5,1.19
CUS000471,1,-1.1741003609006415,7.9,0.0,-0.09
CUS000472,1,-1.1741003609006415,90.4,0.0,-1.06
